Year,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Category,Topic,Indicator,Break_Out_Category,Break_Out,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Confidence_limit_Low,Confidence_limit_High,CategoryId,TopicId,IndicatorID,BreakOutCategoryId,BreakOutId,LocationID,GeoLocation
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,C2,T9,NH023,BOC03,AGE01,00,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,25-44,Percentage,%,30.9,,,23.9,39,C2,T9,NH023,BOC03,AGE04,00,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,45-64,Percentage,%,48.2,,,43.7,52.7,C2,T9,NH023,BOC03,AGE05,00,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,65+,Percentage,%,43.9,,,40.5,47.5,C2,T9,NH023,BOC03,AGE06,00,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,35+,Percentage,%,44.7,,,41.7,47.8,C2,T9,NH023,BOC03,AGE07,00,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,75+,Percentage,%,39.1,,,33.3,45.2,C2,T9,NH023,BOC03,AGE08,00,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Gender,Male,Percentage,%,34.3,,,30.1,38.7,C2,T9,NH023,BOC02,GEN01,00,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Gender,Female,Percentage,%,51.4,,,41.6,61,C2,T9,NH023,BOC02,GEN02,00,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Overall,Overall,Percentage,%,37.2,,,33.3,41.2,C2,T9,NH023,BOC01,OVR01,00,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Race,Non-Hispanic White,Percentage,%,37.9,,,31.8,44.3,C2,T9,NH023,BOC04,RAC01,00,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Race,Non-Hispanic Black,Percentage,%,38.1,,,33.2,43.2,C2,T9,NH023,BOC04,RAC02,00,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Race,Non-Hispanic Asian,Percentage,%,,-,Data not available,,,C2,T9,NH023,BOC04,RAC03,00,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Race,Hispanic,Percentage,%,27.7,,,20.1,37,C2,T9,NH023,BOC04,RAC04,00,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Race,Other,Percentage,%,41.7,,,29.4,55.1,C2,T9,NH023,BOC04,RAC07,00,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,C2,T9,NH023,BOC03,AGE01,00,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,25-44,Percentage,%,47.8,,,39.2,56.5,C2,T9,NH023,BOC03,AGE04,00,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,45-64,Percentage,%,49.6,,,44.7,54.6,C2,T9,NH023,BOC03,AGE05,00,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,65+,Percentage,%,48.1,,,44.3,51.9,C2,T9,NH023,BOC03,AGE06,00,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,35+,Percentage,%,49.5,,,46.6,52.4,C2,T9,NH023,BOC03,AGE07,00,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,75+,Percentage,%,43.2,,,38.7,47.7,C2,T9,NH023,BOC03,AGE08,00,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Gender,Male,Percentage,%,40.9,,,35,47.1,C2,T9,NH023,BOC02,GEN01,00,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Gender,Female,Percentage,%,53.7,,,46,61.2,C2,T9,NH023,BOC02,GEN02,00,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Overall,Overall,Percentage,%,46,,,40.3,51.8,C2,T9,NH023,BOC01,OVR01,00,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Race,Non-Hispanic White,Percentage,%,50.1,,,44,56.3,C2,T9,NH023,BOC04,RAC01,00,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Race,Non-Hispanic Black,Percentage,%,40,,,33.5,46.9,C2,T9,NH023,BOC04,RAC02,00,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Race,Non-Hispanic Asian,Percentage,%,,-,Data not available,,,C2,T9,NH023,BOC04,RAC03,00,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Race,Hispanic,Percentage,%,37.2,,,32.1,42.5,C2,T9,NH023,BOC04,RAC04,00,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Race,Other,Percentage,%,21.5,,,14.8,30.1,C2,T9,NH023,BOC04,RAC07,00,
2009-2010,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,C2,T9,NH023,BOC03,AGE01,00,
2009-2010,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,25-44,Percentage,%,36,,,27.9,45,C2,T9,NH023,BOC03,AGE04,00,
2009-2010,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,45-64,Percentage,%,57.1,,,52.5,61.6,C2,T9,NH023,BOC03,AGE05,00,
2009-2010,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,65+,Percentage,%,55.1,,,50.6,59.5,C2,T9,NH023,BOC03,AGE06,00,
2009-2010,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,35+,Percentage,%,54.5,,,51.2,57.8,C2,T9,NH023,BOC03,AGE07,00,
2009-2010,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,75+,Percentage,%,50.2,,,44.1,56.4,C2,T9,NH023,BOC03,AGE08,00,
2009-2010,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Gender,Male,Percentage,%,40.5,,,34.3,47.1,C2,T9,NH023,BOC02,GEN01,00,
2009-2010,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Gender,Female,Percentage,%,56.2,,,49.1,63,C2,T9,NH023,BOC02,GEN02,00,
2009-2010,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Overall,Overall,Percentage,%,46.5,,,41.3,51.8,C2,T9,NH023,BOC01,OVR01,00,
2009-2010,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Race,Non-Hispanic White,Percentage,%,49.7,,,43.4,56.1,C2,T9,NH023,BOC04,RAC01,00,
2009-2010,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Race,Non-Hispanic Black,Percentage,%,43.4,,,34.7,52.7,C2,T9,NH023,BOC04,RAC02,00,
2009-2010,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Race,Non-Hispanic Asian,Percentage,%,,-,Data not available,,,C2,T9,NH023,BOC04,RAC03,00,
2009-2010,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Race,Hispanic,Percentage,%,28.1,,,21.5,35.8,C2,T9,NH023,BOC04,RAC04,00,
2009-2010,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Race,Other,Percentage,%,44.7,,,32.4,57.6,C2,T9,NH023,BOC04,RAC07,00,
2011-2012,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,C2,T9,NH023,BOC03,AGE01,00,
2011-2012,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,25-44,Percentage,%,45.9,,,35.5,56.7,C2,T9,NH023,BOC03,AGE04,00,
2011-2012,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,45-64,Percentage,%,56.3,,,49.6,62.8,C2,T9,NH023,BOC03,AGE05,00,
2011-2012,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,65+,Percentage,%,50.1,,,45,55.2,C2,T9,NH023,BOC03,AGE06,00,
2011-2012,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,35+,Percentage,%,53.2,,,48.4,57.8,C2,T9,NH023,BOC03,AGE07,00,
2011-2012,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,75+,Percentage,%,41.7,,,33.5,50.4,C2,T9,NH023,BOC03,AGE08,00,
2011-2012,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Gender,Male,Percentage,%,39.6,,,34.3,45.2,C2,T9,NH023,BOC02,GEN01,00,
2011-2012,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Gender,Female,Percentage,%,55.6,,,46.9,64,C2,T9,NH023,BOC02,GEN02,00,
2011-2012,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Overall,Overall,Percentage,%,46.8,,,40.8,53,C2,T9,NH023,BOC01,OVR01,00,
2011-2012,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Race,Non-Hispanic White,Percentage,%,50.3,,,41.4,59.2,C2,T9,NH023,BOC04,RAC01,00,
2011-2012,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Race,Non-Hispanic Black,Percentage,%,45.3,,,38.8,52,C2,T9,NH023,BOC04,RAC02,00,
2011-2012,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Race,Non-Hispanic Asian,Percentage,%,35.6,,,26,46.5,C2,T9,NH023,BOC04,RAC03,00,
2011-2012,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Race,Hispanic,Percentage,%,39.4,,,25.3,55.4,C2,T9,NH023,BOC04,RAC04,00,
2011-2012,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Race,Other,Percentage,%,33.7,,,25.9,42.4,C2,T9,NH023,BOC04,RAC07,00,
2013-2014,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,C2,T9,NH023,BOC03,AGE01,00,
2013-2014,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,25-44,Percentage,%,46.3,,,39.9,52.9,C2,T9,NH023,BOC03,AGE04,00,
2013-2014,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,45-64,Percentage,%,57,,,49.7,64,C2,T9,NH023,BOC03,AGE05,00,
2013-2014,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,65+,Percentage,%,54.1,,,49.2,58.9,C2,T9,NH023,BOC03,AGE06,00,
2013-2014,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,35+,Percentage,%,54.8,,,49.6,59.9,C2,T9,NH023,BOC03,AGE07,00,
2013-2014,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Age,75+,Percentage,%,47.4,,,39.1,55.8,C2,T9,NH023,BOC03,AGE08,00,
2013-2014,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Gender,Male,Percentage,%,45,,,38.4,51.7,C2,T9,NH023,BOC02,GEN01,00,
2013-2014,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Gender,Female,Percentage,%,56.7,,,50.3,62.8,C2,T9,NH023,BOC02,GEN02,00,
2013-2014,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Overall,Overall,Percentage,%,49.6,,,44.4,54.9,C2,T9,NH023,BOC01,OVR01,00,
2013-2014,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension (Percentage); NHANES,Race,Non-Hispanic White,Percentage,%,55.7,,,47.4,63.8,C2,T9,NH023,BOC04,RAC01,00,
